,ceb,age,educ,religion,idlnchld,knowmeth,usemeth,agefm,heduc,urban,electric,radio,tv,bicycle,nevermarr,idlnchld_noans,heduc_noans,usemeth_noans
3424,0,18,10,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3425,2,25,6,catholic,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3426,0,22,0,catholic,2.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3427,0,22,12,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3428,5,38,6,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3429,1,16,3,spirit,4.0,1.0,0.0,0.0,-1.0,0,1.0,0.0,0.0,1.0,1,0,0,0
3430,2,32,12,protestant,2.0,1.0,1.0,23.0,10.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3431,5,37,9,spirit,6.0,1.0,1.0,21.0,5.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3432,3,38,7,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3433,3,27,7,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3434,0,23,7,spirit,6.0,1.0,0.0,0.0,-1.0,0,1.0,0.0,0.0,1.0,1,0,0,0
3435,1,20,7,spirit,1.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3436,3,38,15,other,3.0,1.0,1.0,28.0,-2.0,0,0.0,1.0,0.0,1.0,0,0,1,0
3437,4,23,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3438,5,32,7,spirit,8.0,1.0,1.0,15.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3439,1,19,7,spirit,1.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3440,7,41,0,other,7.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3441,6,47,0,spirit,6.0,1.0,0.0,39.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3442,4,30,4,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3443,2,18,7,protestant,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3444,2,27,7,spirit,3.0,1.0,1.0,22.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3445,4,25,7,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3446,0,20,7,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3447,2,44,0,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3448,5,37,7,spirit,4.0,1.0,1.0,30.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3449,1,20,6,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3450,3,31,0,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3451,4,24,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3452,0,20,9,spirit,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3453,9,49,0,spirit,5.0,1.0,0.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3454,1,18,10,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3455,1,20,9,spirit,2.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3456,2,23,9,other,2.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3457,2,28,4,other,6.0,1.0,0.0,26.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3458,1,22,10,protestant,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3459,1,22,10,other,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3460,0,18,10,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3461,5,33,5,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3462,4,28,9,protestant,5.0,1.0,1.0,21.0,11.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3463,5,29,7,other,8.0,1.0,1.0,23.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3464,4,27,6,protestant,7.0,1.0,1.0,20.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3465,0,16,9,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3466,0,18,7,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3467,1,28,6,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3468,0,15,3,other,2.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3469,5,31,6,protestant,6.0,1.0,1.0,24.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3470,2,24,7,spirit,6.0,1.0,0.0,22.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3471,4,46,5,spirit,4.0,1.0,1.0,37.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3472,7,42,6,protestant,7.0,1.0,1.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3473,0,15,8,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3474,0,18,8,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3475,3,31,0,other,-1.0,0.0,0.0,23.0,7.0,0,0.0,0.0,0.0,0.0,0,1,0,0
3476,9,38,7,spirit,-1.0,1.0,1.0,20.0,0.0,0,0.0,1.0,0.0,1.0,0,1,0,0
3477,3,27,6,protestant,7.0,1.0,1.0,19.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3478,3,25,7,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3479,4,39,10,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3480,1,21,7,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3481,1,23,0,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3482,3,37,0,spirit,5.0,1.0,1.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3483,4,31,6,spirit,4.0,1.0,1.0,23.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3484,3,24,0,other,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3485,7,42,4,catholic,4.0,1.0,1.0,24.0,6.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3486,4,35,0,spirit,-1.0,1.0,1.0,31.0,7.0,0,0.0,1.0,0.0,0.0,0,1,0,0
3487,0,18,10,other,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3488,8,44,4,other,6.0,1.0,1.0,16.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3489,3,25,7,other,4.0,1.0,1.0,19.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,1,0
3490,1,26,12,spirit,4.0,1.0,1.0,23.0,12.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3491,3,32,10,protestant,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3492,1,22,7,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3493,1,25,10,catholic,2.0,1.0,1.0,21.0,12.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3494,6,35,9,protestant,6.0,1.0,1.0,32.0,12.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3495,1,23,12,protestant,1.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3496,10,45,0,other,10.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3497,6,29,0,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3498,0,18,4,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3499,2,22,7,other,-1.0,1.0,1.0,13.0,3.0,0,0.0,0.0,0.0,0.0,0,1,0,0
3500,6,38,3,spirit,6.0,1.0,1.0,23.0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3501,9,44,4,spirit,6.0,1.0,0.0,36.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3502,3,26,7,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3503,1,19,7,spirit,5.0,1.0,1.0,17.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3504,9,36,2,spirit,9.0,1.0,1.0,18.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3505,1,26,0,other,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3506,3,41,0,spirit,4.0,1.0,0.0,22.0,-2.0,0,0.0,0.0,0.0,1.0,0,0,1,0
3507,6,37,0,spirit,5.0,1.0,1.0,22.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3508,1,19,7,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3509,8,37,7,protestant,10.0,1.0,1.0,27.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3510,4,29,10,spirit,6.0,1.0,1.0,19.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3511,2,23,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3512,6,27,0,spirit,4.0,1.0,0.0,21.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3513,2,18,7,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3514,6,47,2,spirit,10.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3515,3,28,7,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3516,0,17,0,other,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3517,0,20,9,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3518,3,29,0,spirit,5.0,1.0,1.0,14.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3519,3,23,6,other,5.0,1.0,0.0,18.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3520,1,25,3,spirit,6.0,1.0,1.0,23.0,-2.0,0,0.0,1.0,0.0,0.0,0,0,1,0
3521,4,29,7,protestant,6.0,1.0,1.0,16.0,5.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3522,0,16,7,protestant,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3523,2,32,6,spirit,4.0,1.0,1.0,30.0,5.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3524,6,38,0,spirit,7.0,1.0,0.0,32.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3525,0,15,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3526,13,45,0,protestant,6.0,1.0,0.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3527,4,30,0,protestant,7.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3528,2,28,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3529,3,33,7,spirit,7.0,1.0,1.0,32.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3530,7,48,0,other,-1.0,1.0,0.0,23.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0
3531,3,32,6,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3532,5,35,0,other,10.0,1.0,0.0,19.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3533,3,23,0,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3534,2,47,0,spirit,10.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3535,1,19,5,spirit,8.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3536,0,19,7,spirit,5.0,1.0,0.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3537,0,15,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3538,0,20,0,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3539,1,23,3,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3540,0,15,0,other,2.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3541,6,37,7,protestant,8.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3542,6,44,3,spirit,7.0,1.0,1.0,28.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3543,0,25,0,spirit,5.0,1.0,0.0,18.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3544,6,31,0,other,5.0,1.0,1.0,24.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3545,0,16,9,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3546,5,40,14,protestant,8.0,1.0,1.0,26.0,15.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3547,5,29,7,catholic,5.0,1.0,0.0,17.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3548,6,33,7,other,8.0,1.0,1.0,25.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3549,0,18,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3550,6,41,7,protestant,6.0,1.0,1.0,25.0,6.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3551,1,23,7,spirit,6.0,1.0,1.0,22.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3552,7,38,4,other,12.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3553,2,21,6,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3554,0,25,16,protestant,2.0,1.0,0.0,0.0,-1.0,0,1.0,0.0,0.0,0.0,1,0,0,0
3555,1,23,15,protestant,2.0,1.0,1.0,0.0,-1.0,0,1.0,0.0,0.0,0.0,1,0,0,0
3556,0,20,0,other,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3557,0,22,10,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3558,3,43,0,protestant,10.0,1.0,0.0,13.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3559,2,24,5,protestant,4.0,1.0,1.0,23.0,-2.0,0,0.0,1.0,0.0,0.0,0,0,1,0
3560,4,28,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3561,4,30,0,other,4.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3562,5,28,0,other,5.0,1.0,0.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3563,7,39,0,other,3.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3564,0,18,0,protestant,1.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3565,4,33,0,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3566,2,22,7,spirit,4.0,1.0,1.0,21.0,5.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3567,1,18,7,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3568,1,21,9,other,5.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3569,0,19,7,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3570,0,18,7,other,1.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3571,5,29,0,spirit,2.0,1.0,0.0,20.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3572,5,33,0,other,-1.0,1.0,1.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0
3573,5,31,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3574,3,28,7,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3575,1,25,10,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3576,0,16,9,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3577,5,30,0,other,5.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3578,1,31,0,spirit,6.0,1.0,0.0,21.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3579,6,38,6,spirit,4.0,1.0,1.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3580,0,16,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3581,0,16,9,spirit,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3582,8,36,0,spirit,8.0,1.0,0.0,16.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3583,5,28,2,spirit,5.0,1.0,1.0,17.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3584,0,18,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3585,4,35,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3586,4,26,0,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3587,5,42,3,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3588,5,28,0,spirit,5.0,1.0,1.0,22.0,5.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3589,4,38,3,spirit,6.0,1.0,1.0,22.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3590,2,27,5,other,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3591,7,35,7,spirit,8.0,1.0,1.0,23.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3592,0,15,7,spirit,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3593,2,18,7,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3594,1,20,10,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3595,2,26,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3596,9,38,0,other,-1.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,1,0,0
3597,1,20,2,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3598,3,23,0,spirit,3.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3599,9,49,1,spirit,6.0,1.0,0.0,23.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3600,5,35,0,spirit,6.0,1.0,1.0,31.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3601,5,32,4,protestant,5.0,1.0,1.0,17.0,6.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3602,11,41,0,spirit,6.0,1.0,0.0,31.0,7.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3603,4,47,0,other,4.0,1.0,0.0,20.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3604,0,16,2,other,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3605,3,34,0,other,6.0,1.0,0.0,21.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3606,7,36,0,spirit,7.0,1.0,1.0,15.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3607,1,18,6,other,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3608,1,24,0,other,-1.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,1,0,0
3609,6,36,5,spirit,6.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3610,2,21,10,spirit,6.0,1.0,1.0,19.0,12.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3611,0,18,9,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3612,10,41,2,other,5.0,1.0,1.0,14.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3613,8,37,0,spirit,8.0,1.0,1.0,24.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3614,0,16,7,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3615,3,26,0,spirit,6.0,1.0,1.0,23.0,2.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3616,7,44,1,other,6.0,1.0,1.0,16.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3617,5,39,3,spirit,6.0,1.0,1.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3618,2,25,0,other,7.0,1.0,1.0,21.0,5.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3619,12,44,0,protestant,10.0,1.0,0.0,21.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3620,11,45,0,spirit,-1.0,1.0,1.0,20.0,3.0,0,0.0,1.0,0.0,1.0,0,1,0,0
3621,1,22,7,other,10.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3622,5,40,4,other,8.0,1.0,0.0,27.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3623,2,27,0,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3624,5,30,5,protestant,5.0,1.0,1.0,27.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3625,7,40,5,other,7.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3626,2,31,0,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3627,8,36,0,other,4.0,0.0,0.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3628,2,25,10,other,6.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
3629,1,27,0,other,1.0,1.0,0.0,26.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3630,4,46,6,protestant,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3631,5,33,0,spirit,3.0,1.0,1.0,26.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3632,4,41,0,other,10.0,1.0,1.0,31.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3633,4,26,0,spirit,12.0,1.0,0.0,20.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3634,7,32,0,other,3.0,1.0,1.0,29.0,3.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3635,9,38,1,spirit,9.0,1.0,1.0,33.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3636,7,38,0,spirit,15.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3637,4,29,0,spirit,8.0,1.0,1.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3638,0,15,7,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3639,2,29,0,other,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3640,8,39,0,spirit,5.0,1.0,1.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
3641,3,39,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3642,0,29,0,spirit,4.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3643,2,26,0,other,4.0,1.0,1.0,18.0,10.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3644,10,38,0,other,5.0,1.0,1.0,22.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3645,0,17,7,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3646,3,43,1,protestant,6.0,1.0,0.0,15.0,6.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3647,5,34,0,other,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3648,7,38,6,spirit,10.0,1.0,-1.0,17.0,4.0,0,0.0,1.0,0.0,1.0,0,0,0,1
3649,5,30,9,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3650,8,48,0,other,20.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
3651,11,44,0,spirit,9.0,0.0,0.0,15.0,3.0,0,0.0,1.0,0.0,1.0,0,0,0,0
3652,0,15,7,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3653,3,25,0,other,0.0,1.0,1.0,17.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
3654,0,19,7,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3655,1,18,7,other,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
3656,8,35,3,spirit,2.0,1.0,1.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
3657,1,16,7,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
3658,1,20,0,protestant,10.0,1.0,0.0,15.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
